"","PRVDR_NUM_prov","FULL_ADR_prov","STATE_CD_prov","ST_ADR_prov","FAC_NAME_prov","CITY_NAME_prov","PHNE_NUM_prov","ZIP_CD_prov","PRVDR_CTGRY_CD","PRVDR_NUM_lab","FULL_ADR_lab","STATE_CD_lab","ST_ADR_lab","FAC_NAME_lab","CITY_NAME_lab","PHNE_NUM_lab","ZIP_CD_lab","PRVDR_TYPE","STATE","BING_ADR"
"1415","495296","23020 MAIN ST, COURTLAND, VA, 23837","VA","23020 MAIN ST","COURTLAND REHABILITATION AND HEALTHCARE CENTER","COURTLAND",7576530908,"23837",2,"49D0709411","23020 MAIN ST, COURTLAND, VA, 23837","VA","23020 MAIN ST","COURTLAND REHABILITATION AND HEALTHCARE CENTER","COURTLAND","7576530908","23837","Nursing Home","VIRGINIA","23020 Main St, Courtland, Virginia 23837, United States"
"1416","495297","120 ANDERSON AVE, BOWLING GREEN, VA, 22427","VA","120 ANDERSON AVE","BOWLING GREEN HEALTH & REHABILITATION CENTER","BOWLING GREEN",8046334839,"22427",2,"49D0661057","120 ANDERSON AVE, BOWLING GREEN, VA, 22427","VA","120 ANDERSON AVE","BOWLING GREEN HEALTH AND REHABILITATION CENTER","BOWLING GREEN","8046334839","22427","Nursing Home","VIRGINIA","120 Anderson Ave, Bowling Green, Virginia 22427, United States"
"1417","495299","3600 MTN RD, GLEN ALLEN, VA, 23060","VA","3600 MTN RD","ELIZABETH ADAM CRUMP HEALTH AND REHAB","GLEN ALLEN",8046728725,"23060",2,"49D0883619","3600 MTN RD, GLEN ALLEN, VA, 23060","VA","3600 MTN RD","ELIZABETH ADAM CRUMP HEALTH AND REHAB","GLEN ALLEN","8046728725","23060","Nursing Home","VIRGINIA","3600 Mtn Rd, Glen Allen, Virginia 23060, United States"
"1418","495300","10051 FOXES WAY, KING GEORGE, VA, 22485","VA","10051 FOXES WAY","HERITAGE HALL KING GEORGE","KING GEORGE",5407754000,"22485",2,"49D0679003","10051 FOXES WAY, KING GEORGE, VA, 22485","VA","10051 FOXES WAY","HERITAGE HALL KING GEORGE","KING GEORGE","5407754000","22485","Nursing Home","VIRGINIA","10051 Foxes Way, King George, Virginia 22485, United States"
"1419","495301","400 W STRASBURG RD, FRONT ROYAL, VA, 22630","VA","400 W STRASBURG RD","HERITAGE HALL  FRONT ROYAL","FRONT ROYAL",5406363700,"22630",2,"49D0687886","400 W STRASBURG RD, FRONT ROYAL, VA, 22630","VA","400 W STRASBURG RD","HERITAGE HALL NURSING HOME","FRONT ROYAL","5406363700","22630","Nursing Home","VIRGINIA","400 W Strasburg Rd, Front Royal, Virginia 22630, United States"
"1420","495303","2960 CHELSEA RD, WEST POINT, VA, 23181","VA","2960 CHELSEA RD","THREE RIVERS HEALTH & REHAB CENTER","WEST POINT",7578434323,"23181",2,"49D0226472","2960 CHELSEA RD, WEST POINT, VA, 23181","VA","2960 CHELSEA RD","THREE RIVERS HEALTH & REHAB CENTER","WEST POINT","8048434323","23181","Nursing Home","VIRGINIA","2960 Chelsea Rd, West Point, Virginia 23181, United States"
"1421","495305","305 MARCELLA RD, HAMPTON, VA, 23666","VA","305 MARCELLA RD","COLISEUM NURSING AND REHABILITATION CENTER","HAMPTON",7578278953,"23666",2,"49D0230387","305 MARCELLA DR, HAMPTON, VA, 23666","VA","305 MARCELLA DR","COLISEUM CONVALESCENT AND REHABILITATION CENTER","HAMPTON","7578278953","23666","Nursing Home","VIRGINIA","305 Marcella Rd, Hampton, Virginia 23666, United States"
"1422","495306","105 LANDMARK DR, STUART, VA, 24171","VA","105 LANDMARK DR","BLUE RIDGE THERAPY CONNECTION","STUART",2766947161,"24171",2,"49D0232064","105 LANDMARK DR, STUART, VA, 24171","VA","105 LANDMARK DR","BLUE RIDGE SNF OPERATIONS LLC","STUART","2766947161","24171","Nursing Home","VIRGINIA","105 Landmark Dr, Stuart, Virginia 24171, United States"
"1423","495308","414 ALGONQUIN RD, HAMPTON, VA, 23661","VA","414 ALGONQUIN RD","WATERVIEW HEALTH & REHAB CENTER","HAMPTON",7577229881,"23661",2,"49D0897249","414 ALGONQUIN RD, HAMPTON, VA, 23661","VA","414 ALGONQUIN RD","WATERVIEW HEALTH & REHAB CENTER","HAMPTON","7577229881","23661","Nursing Home","VIRGINIA","414 Algonquin Rd, Hampton, Virginia 23661, United States"
"1424","495309","827 NORVIEW AVE, NORFOLK, VA, 23509","VA","827 NORVIEW AVE","NORVIEW HEIGHTS REHABILITATION AND NURSING","NORFOLK",7578536281,"23509",2,"49D2141239","827 NORVIEW AVE, NORFOLK, VA, 23509","VA","827 NORVIEW AVE","NORVIEW HEIGHTS REHABILITATION AND NURSING","NORFOLK","7578536281","23509","Nursing Home","VIRGINIA","827 Norview Ave, Norfolk, Virginia 23509, United States"
"1425","495311","13700 N GAYTON RD, RICHMOND, VA, 23233","VA","13700 N GAYTON RD","OUR LADY OF HOPE HEALTH CENTER","RICHMOND",8043601960,"23233",3,"49D0910157","13700 N GAYTON RD, RICHMOND, VA, 23233","VA","13700 N GAYTON RD","OUR LADY OF HOPE CENTER","RICHMOND","8043601960","23233","Nursing Home","VIRGINIA","13700 N Gayton Rd, Richmond, Virginia 23233, United States"
"1426","495312","20535 EARHART PL, POTOMAC FALLS, VA, 20165","VA","20535 EARHART PL","JOHNSON CNTR/FALCONS LANDING","POTOMAC FALLS",7034045201,"20165",4,"49D0921936","20535 EARHART PL, POTOMAC FALLS, VA, 20165","VA","20535 EARHART PL","FALCONS LANDING","POTOMAC FALLS","7034045100","20165","Nursing Home","VIRGINIA","20535 Earhart Pl, Potomac Falls, Virginia 20165, United States"
"1427","495317","119 BRICKYARD DR, DILLWYN, VA, 23936","VA","119 BRICKYARD DR","HERITAGE HALL DILLWYN","DILLWYN",4349832050,"23936",2,"49D0876993","119 BRICKYARD DR, DILLWYN, VA, 23936","VA","119 BRICKYARD DR","HERITAGE HALL-DILLWYN","DILLWYN","8049832058","23936","Nursing Home","VIRGINIA","119 Brickyard Dr, Dillwyn, Virginia 23936, United States"
"1428","495319","9229 ARLINGTON BLVD, FAIRFAX, VA, 22031","VA","9229 ARLINGTON BLVD","THE VIRGINIAN","FAIRFAX",7033850555,"22031",3,"49D0222018","9229 ARLINGTON BLVD, FAIRFAX, VA, 22031","VA","9229 ARLINGTON BLVD","FFI VIRGINIAN SNF TENANT LLC","FAIRFAX","7033850555","22031","Nursing Home","VIRGINIA","9229 Arlington Blvd, Fairfax, Virginia 22031, United States"
"1429","495320","1225 CLINTWOOD MAIN ST, CLINTWOOD, VA, 24228","VA","1225 CLINTWOOD MAIN ST","HERITAGE HALL CLINTWOOD","CLINTWOOD",2769264693,"24228",2,"49D0698357","1225 CLINTWOOD MAIN ST, CLINTWOOD, VA, 24228","VA","1225 CLINTWOOD MAIN ST","CLINTWOOD LIFE CARE","CLINTWOOD","2769264693","24228","Nursing Home","VIRGINIA","1225 Clintwood Main St, Clintwood, Virginia 24228, United States"
"1430","495321","205 HOUSTON ST, EAST LEXINGTON, VA, 24450","VA","205 HOUSTON ST","HERITAGE HALL LEXINGTON","EAST LEXINGTON",5404648181,"24450",2,"49D0680666","205 HOUSTON ST, LEXINGTON, VA, 24450","VA","205 HOUSTON ST","AMERICAN HEALTHCARE, LCC - HERITAGE HALL","LEXINGTON","5404648181","24450","Nursing Home","VIRGINIA","205 Houston St, East Lexington, Virginia 24450, United States"
"1431","495323","16600 DANVILLE PIKE, LAUREL FORK, VA, 24352","VA","16600 DANVILLE PIKE","HERITAGE HALL - LAUREL MEADOWS","LAUREL FORK",2763982117,"24352",2,"49D0715771","16600 DANVILLE PIKE, LAUREL FORK, VA, 24352","VA","16600 DANVILLE PIKE","HERITAGE HALL - LAUREL MEADOWS","LAUREL FORK","2763982117","24352","Nursing Home","VIRGINIA","16600 Danville Pike, Laurel Fork, Virginia 24352, United States"
"1432","495325","4355 PHEASANT RDG RD SW, ROANOKE, VA, 24014","VA","4355 PHEASANT RDG RD SW","PHEASANT RIDGE NURSING & REHAB CENTER","ROANOKE",5407258210,"24014",2,"49D0932195","4355 PHEASANT RDG RD SW, ROANOKE, VA, 24014","VA","4355 PHEASANT RDG RD SW","PHEASANT RIDGE FACILITY OPERATIONS, LLC DBA","ROANOKE","5407258210","24014","Nursing Home","VIRGINIA","4355 Pheasant Rdg Rd Sw, Roanoke, Virginia 24014, United States"
"1433","495326","1150 NW DR, CHARLOTTESVILLE, VA, 22901","VA","1150 NW DR","MONROE HEALTH & REHAB CENTER","CHARLOTTESVILLE",4349737933,"22901",2,"49D0717316","1150 NW DR, CHARLOTTESVILLE, VA, 22901","VA","1150 NW DR","MONROE HEALTH & REHAB CENTER, LLC","CHARLOTTESVILLE","4349737933","22901","Nursing Home","VIRGINIA","1150 Nw Dr, Charlottesville, Virginia 22901, United States"
"1434","495328","1150 MARSH ST, TAPPAHANNOCK, VA, 22560","VA","1150 MARSH ST","CARRINGTON PLACE OF TAPPAHANNOCK","TAPPAHANNOCK",8044434308,"22560",2,"49D1060649","1150 MARSH ST, TAPPAHANNOCK, VA, 22560","VA","1150 MARSH ST","ESSEX REHABILITAITON AND CARE CENTER","TAPPAHANNOCK","8044434308","22560","Nursing Home","VIRGINIA","1150 Marsh St, Tappahannock, Virginia 22560, United States"
"1435","495330","1017 GEORGE WASHINGTON HWY N, CHESAPEAKE, VA, 23323","VA","1017 GEORGE WASHINGTON HWY N","GREENBRIER REGIONAL MEDICAL CENTER","CHESAPEAKE",7574855500,"23323",2,"49D2151428","1017 GEORGE WASHINGTON HWY N, CHESAPEAKE, VA, 23323","VA","1017 GEORGE WASHINGTON HWY N","GREENBRIER REGIONAL MEDICAL CENTER","CHESAPEAKE","7574855500","23323","Nursing Home","VIRGINIA","1017 George Washington Hwy N, Chesapeake, Virginia 23323, United States"
"1436","495331","400 S INDEPENDENCE AVE, INDEPENDENCE, VA, 24348","VA","400 S INDEPENDENCE AVE","GRAYSON REHABILITATION  AND HEALTH CARE CENTER","INDEPENDENCE",2767730303,"24348",2,"49D0947821","400 S INDEPENDENCE AVE, INDEPENDENCE, VA, 24348","VA","400 S INDEPENDENCE AVE","GRAYSON REHABILITATION AND HEALTH CARE CENTER","INDEPENDENCE","2767730303","24348","Nursing Home","VIRGINIA","400 S Independence Ave, Independence, Virginia 24348, United States"
"1437","495332","101 JOHN ROLFE DR, SMITHFIELD, VA, 23430","VA","101 JOHN ROLFE DR","RIVERSIDE HEALTHY LIVING COMMUNITY-SMITHFIELD","SMITHFIELD",7573573282,"23430",4,"49D0679132","101 JOHN ROLFE DR, SMITHFIELD, VA, 23430","VA","101 JOHN ROLFE DR","RIVERSIDE HEALTHLY LIVING COMMUNITY SMITHFIELD","SMITHFIELD","7573573282","23430","Nursing Home","VIRGINIA","101 John Rolfe Dr, Smithfield, Virginia 23430, United States"
"1438","495333","5872 HANKS ST, DUBLIN, VA, 24084","VA","5872 HANKS ST","HIGHLAND RIDGE REHAB CENTER","DUBLIN",5406744193,"24084",2,"49D0231760","5872 HANKS AVE, DUBLIN, VA, 24084","VA","5872 HANKS AVE","HIGHLAND SNF OPERATIONS, LLC","DUBLIN","5406744193","24084","Nursing Home","VIRGINIA","5872 Hanks St, Dublin, Virginia 24084, United States"
"1439","495334","26181 PARKSLEY RD, PARKSLEY, VA, 23421","VA","26181 PARKSLEY RD","SHORE HEALTH & REHAB CENTER","PARKSLEY",7576655133,"23421",2,"49D0948366","26181 PARKSLEY RD, PARKSLEY, VA, 23421","VA","26181 PARKSLEY RD","SHORE HEALTH AND REHAB","PARKSLEY","7576655133","23421","Nursing Home","VIRGINIA","26181 Parksley Rd, Parksley, Virginia 23421, United States"
"1440","495337","7120 BRADDOCK RD, ANNANDALE, VA, 22003","VA","7120 BRADDOCK RD","AUGUST HEALTHCARE AT LEEWOOD","ANNANDALE",7032569770,"22003",2,"49D0221552","7120 BRADDOCK RD, ANNANDALE, VA, 22003","VA","7120 BRADDOCK RD","AUGUST HEALTHCARE AT LEEWOOD","ANNANDALE","7032569770","22003","Nursing Home","VIRGINIA","7120 Braddock Rd, Annandale, Virginia 22003, United States"
"1441","495337","7120 BRADDOCK RD, ANNANDALE, VA, 22003","VA","7120 BRADDOCK RD","AUGUST HEALTHCARE AT LEEWOOD","ANNANDALE",7032569770,"22003",2,"49D0997391","7104 BRADDOCK RD, ANNANDALE, VA, 22003","VA","7104 BRADDOCK RD","ARDEN COURTS","ANNANDALE","7032560882","22003","Nursing Home","VIRGINIA","7120 Braddock Rd, Annandale, Virginia 22003, United States"
"1442","495339","2003 COBB ST, FARMVILLE, VA, 23901","VA","2003 COBB ST","HOLLY MANOR NURSING HOME","FARMVILLE",4343926106,"23901",3,"49D0891562","2003 COBB ST, FARMVILLE, VA, 23901","VA","2003 COBB ST","HOLLY MANOR NURSING HOME","FARMVILLE","8043926106","23901","Nursing Home","VIRGINIA","2003 Cobb St, Farmville, Virginia 23901, United States"
"1443","495340","12997 NETTLES DR, NEWPORT NEWS, VA, 23602","VA","12997 NETTLES DR","NEWPORT NEWS NURSING & REHAB","NEWPORT NEWS",7572498880,"23602",2,"49D0957309","12997 NETTLES DR, NEWPORT NEWS, VA, 23602","VA","12997 NETTLES DR","NEWPORT NEWS FACILITY OPERATIONS, LLC DBA","NEWPORT NEWS","7572498880","23602","Nursing Home","VIRGINIA","12997 Nettles Dr, Newport News, Virginia 23602, United States"
"1444","495343","355 WILLIAM MLS DR, STANARDSVILLE, VA, 22973","VA","355 WILLIAM MLS DR","CHOICE HEALTHCARE AT GREENE COUNTY","STANARDSVILLE",4349854434,"22973",2,"49D2189764","355 WILLIAM MLS DR, STANARDSVILLE, VA, 22973","VA","355 WILLIAM MLS DR","ACCORDIUS OF GREENE COUNTY","STANARDSVILLE","7032010487","22973","Nursing Home","VIRGINIA","355 William Mls Dr, Stanardsville, Virginia 22973, United States"
"1445","495345","287 SCHOOL ST, KILMARNOCK, VA, 22482","VA","287 SCHOOL ST","LANCASHIRE NURSING & REHABILITATION CENTER","KILMARNOCK",8044351684,"22482",2,"49D0705651","287 SCHOOL ST, KILMARNOCK, VA, 22482","VA","287 SCHOOL ST","LANCASHIRE CONVALESCENT & REHAB CENTER","KILMARNOCK","8044351684","22482","Nursing Home","VIRGINIA","287 School St, Kilmarnock, Virginia 22482, United States"
"1446","495347","23352 COURTHOUSE HWY, WINDSOR, VA, 23487","VA","23352 COURTHOUSE HWY","CONSULATE HEALTH CARE OF WINDSOR","WINDSOR",7572424770,"23487",2,"49D1041466","23352 COURTHOUSE HWY, WINDSOR, VA, 23487","VA","23352 COURTHOUSE HWY","WINDSOR FACILITY OPERATIONS, LLC","WINDSOR","7572424770","23487","Nursing Home","VIRGINIA","23352 Courthouse Hwy, Windsor, Virginia 23487, United States"
"1447","495348","237 FRANKLIN PIKE RD SE, FLOYD, VA, 24091","VA","237 FRANKLIN PIKE RD SE","SKYLINE NURSING & REHABILITATION CENTER","FLOYD",5407452016,"24091",2,"49D0231776","237 FRANKLIN PIKE RD SE, FLOYD, VA, 24091","VA","237 FRANKLIN PIKE RD SE","SKYLINE FACILITY OPERATIONS, LLC DBA","FLOYD","5407452016","24091","Nursing Home","VIRGINIA","237 Franklin Pike Rd Se, Floyd, Virginia 24091, United States"
"1448","495349","990 HOLSTON RD, WYTHEVILLE, VA, 24382","VA","990 HOLSTON RD","CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER","WYTHEVILLE",2762285595,"24382",2,"49D0693096","990 HOLSTON RD, WYTHEVILLE, VA, 24382","VA","990 HOLSTON RD","CARRINGTON PLACE AT WYTHEVILLE","WYTHEVILLE","2762285595","24382","Nursing Home","VIRGINIA","990 Holston Rd, Wytheville, Virginia 24382, United States"
"1449","495350","9434 COEBURN MTN RD, WISE, VA, 24293","VA","9434 COEBURN MTN RD","HERITAGE HALL WISE","WISE",2763282721,"24293",2,"49D0962882","9434 COEBURN MTN RD, WISE, VA, 24293","VA","9434 COEBURN MTN RD","WISE LIFE CARE, LLC","WISE","2763282721","24293","Nursing Home","VIRGINIA","9434 Coeburn Mtn Rd, Wise, Virginia 24293, United States"
"1450","495354","7470 SPG VLG DR, SPRINGFIELD, VA, 22150","VA","7470 SPG VLG DR","GREENSPRING VILLAGE","SPRINGFIELD",7039234663,"22150",2,"49D0987018","7470 SPG VLG DR ANDTN EMPLOYEE HEALTH, SPRINGFIELD, VA, 22150","VA","7470 SPG VLG DR ANDTN EMPLOYEE HEALTH","GARDEN RIDGE BUILDING","SPRINGFIELD","7039234605","22150","Nursing Home","VIRGINIA","7470 Spg Vlg Dr, Springfield, Virginia 22150, United States"
"1451","495355","700 RANDOLPH ST, RADFORD, VA, 24141","VA","700 RANDOLPH ST","RADFORD HEALTH AND REHAB CENTER","RADFORD",5406336533,"24141",2,"49D0232054","700 RANDOLPH ST, RADFORD, VA, 24141","VA","700 RANDOLPH ST","RADFORD NURSING AND REHABILITATION CTR","RADFORD","5406336533","24141","Nursing Home","VIRGINIA","700 Randolph St, Radford, Virginia 24141, United States"
"1452","495356","3610 S MAIN ST, BLACKSBURG, VA, 24060","VA","3610 S MAIN ST","HERITAGE HALL BLACKSBURG","BLACKSBURG",5409517000,"24060",2,"49D0689374","3610 S MAIN ST, BLACKSBURG, VA, 24060","VA","3610 S MAIN ST","BLACKSBURG LIFE CARE, LLC","BLACKSBURG","5409517000","24060","Nursing Home","VIRGINIA","3610 S Main St, Blacksburg, Virginia 24060, United States"
"1453","495358","8830 VIRGINIA ST, AMELIA, VA, 23002","VA","8830 VIRGINIA ST","AMELIA REHABILITATION AND HEALTHCARE CENTER","AMELIA",8045615611,"23002",2,"49D0661106","8830 VIRGINIA ST, AMELIA, VA, 23002","VA","8830 VIRGINIA ST","AMELIA REHABILITATION AND HEALTHCARE CENTER","AMELIA","8045615611","23002","Nursing Home","VIRGINIA","8830 Virginia St, Amelia, Virginia 23002, United States"
"1454","495359","120 DOGWOOD LN, ORANGE, VA, 22960","VA","120 DOGWOOD LN","DOGWOOD VILLAGE OF ORANGE COUNTY HEALTH AND REHAB","ORANGE",5406722611,"22960",2,"49D0226060","120 DOGWOOD LN, ORANGE, VA, 22960","VA","120 DOGWOOD LN","DOGWOOD VILLAGE OF ORANGE COUNTY","ORANGE","7036722611","22960","Nursing Home","VIRGINIA","120 Dogwood Ln, Orange, Virginia 22960, United States"
"1455","495360","1000 FAIRVIEW HEIGHTS, CLIFTON FORGE, VA, 24422","VA","1000 FAIRVIEW HEIGHTS","THE WOODLANDS HEALTH AND REHAB CENTER","CLIFTON FORGE",5408634096,"24422",2,"49D0232712","1000 FAIRVIEW AVE, CLIFTON FORGE, VA, 24422","VA","1000 FAIRVIEW AVE","WOODLANDS","CLIFTON FORGE","5408634096","24422","Nursing Home","VIRGINIA","1000 Fairview Heights, Clifton Forge, Virginia 24422, United States"
"1456","495362","906 THOMPSON ST, ASHLAND, VA, 23005","VA","906 THOMPSON ST","ASHLAND NURSING AND REHABILITATION","ASHLAND",8047983291,"23005",2,"49D0692715","906 THOMPSON ST, ASHLAND, VA, 23005","VA","906 THOMPSON ST","ASHLAND FACILITY OPERATIONS, LLC","ASHLAND","8044121440","23005","Nursing Home","VIRGINIA","906 Thompson St, Ashland, Virginia 23005, United States"
"1457","495363","173 BROCKMAN PK DR, AMHERST, VA, 24521","VA","173 BROCKMAN PK DR","FAIRMONT CROSSING HEALTH AND REHAB CENTER","AMHERST",4349462861,"24521",2,"49D0997395","173 BROCKMAN PK DR, AMHERST, VA, 24521","VA","173 BROCKMAN PK DR","FAIRMONT CROSSING HEALTH & REHAB CENTER","AMHERST","4349462850","24521","Nursing Home","VIRGINIA","173 Brockman Pk Dr, Amherst, Virginia 24521, United States"
"1458","495364","20 DELFAE DR, WARSAW, VA, 22572","VA","20 DELFAE DR","NORTHERN NECK SENIOR CARE COMMUNITY","WARSAW",8043132568,"22572",2,"49D1004962","20 DELFAE DR, WARSAW, VA, 22572","VA","20 DELFAE DR","NORTHERN NECK SENIOR CARE COMMUNITY","WARSAW","8043132400","22572","Nursing Home","VIRGINIA","20 Delfae Dr, Warsaw, Virginia 22572, United States"
"1459","495365","318 SE MAIN ST, LEBANON, VA, 24266","VA","318 SE MAIN ST","MAPLE GROVE HEALTH CARE CENTER","LEBANON",2768890733,"24266",2,"49D0661319","318 E MAIN ST, LEBANON, VA, 24266","VA","318 E MAIN ST","MAPLE GROVE HEALTH CARE CENTER","LEBANON","2768890733","24266","Nursing Home","VIRGINIA","318 Se Main St, Lebanon, Virginia 24266, United States"
"1460","495366","100 ANNA GOODE WAY, SUFFOLK, VA, 23434","VA","100 ANNA GOODE WAY","LAKE PRINCE WOODS, INC","SUFFOLK",7579235500,"23434",4,"49D1002598","100 ANNA GOODE WAY, SUFFOLK, VA, 23434","VA","100 ANNA GOODE WAY","LAKE PRINCE CENTER, INC","SUFFOLK","7579235500","23434","Nursing Home","VIRGINIA","100 Anna Goode Way, Suffolk, Virginia 23434, United States"
"1461","495367","1028 TOPPING LN, HAMPTON, VA, 23666","VA","1028 TOPPING LN","NORTHAMPTON NURSING AND REHABILITATION CENTER","HAMPTON",7578264922,"23666",2,"49D0679124","1028 TOPPING LN, HAMPTON, VA, 23666","VA","1028 TOPPING LN","NORTHAMPTON CONVALESCENT AND REHAB CENTER","HAMPTON","7578264922","23666","Nursing Home","VIRGINIA","1028 Topping Ln, Hampton, Virginia 23666, United States"
"1462","495368","11141 WARWICK BLVD, NEWPORT NEWS, VA, 23601","VA","11141 WARWICK BLVD","THE NEWPORT NURSING AND REHABILITATION CENTER","NEWPORT NEWS",7575953733,"23601",4,"49D0679968","11141 WARWICK BLVD, NEWPORT NEWS, VA, 23601","VA","11141 WARWICK BLVD","NEWPORT,THE","NEWPORT NEWS","8045953733","23601","Nursing Home","VIRGINIA","11141 Warwick Blvd, Newport News, Virginia 23601, United States"
"1463","495370","302 N 2ND ST, BRIDGEWATER, VA, 22812","VA","302 N 2ND ST","BRIDGEWATER HOME , INC.","BRIDGEWATER",5408282531,"22812",2,"49D0721922","302 N 2ND ST, BRIDGEWATER, VA, 22812","VA","302 N 2ND ST","BRIDGEWATER HOME INC","BRIDGEWATER","7038282531","22812","Nursing Home","VIRGINIA","302 N 2nd St, Bridgewater, Virginia 22812, United States"
"1464","495372","103 ROSEHILL DR, SOUTH BOSTON, VA, 24592","VA","103 ROSEHILL DR","SOUTH BOSTON HEALTH & REHAB CENTER","SOUTH BOSTON",4345724906,"24592",2,"49D0661375","103 ROSEHILL DR, SOUTH BOSTON, VA, 24592","VA","103 ROSEHILL DR","SOUTH BOSTON HEALTH & REHAB CENTER","SOUTH BOSTON","4345177500","24592","Nursing Home","VIRGINIA","103 Rosehill Dr, South Boston, Virginia 24592, United States"
"1465","495373","3837 BRANDON AVE, ROANOKE, VA, 24018","VA","3837 BRANDON AVE","BRANDON OAKS NURSING AND REHABILITATION CENTER","ROANOKE",5407762616,"24018",2,"49D0718648","3837 BRANDON AVE SW, ROANOKE, VA, 24018","VA","3837 BRANDON AVE SW","BRANDON OAKS NURSING AND REHABILITATION CENTER","ROANOKE","5407762616","24018","Nursing Home","VIRGINIA","3837 Brandon Ave, Roanoke, Virginia 24018, United States"
"1466","495375","200 WEAVER AVE, EMPORIA, VA, 23847","VA","200 WEAVER AVE","EMPORIA REHABILITATION AND HEALTHCARE CENTER","EMPORIA",4346346581,"23847",2,"49D0661255","201 WEAVER AVE, EMPORIA, VA, 23847","VA","201 WEAVER AVE","MEHERRIN DIALYSIS CENTER","EMPORIA","8043483882","23847","Nursing Home","VIRGINIA","200 Weaver Ave, Emporia, Virginia 23847, United States"
"1467","495375","200 WEAVER AVE, EMPORIA, VA, 23847","VA","200 WEAVER AVE","EMPORIA REHABILITATION AND HEALTHCARE CENTER","EMPORIA",4346346581,"23847",2,"49D0892562","200 WEAVER AVE, EMPORIA, VA, 23847","VA","200 WEAVER AVE","EMPORIA REHABILITATION AND HEALTHCARE CENTER","EMPORIA","4346346581","23847","Nursing Home","VIRGINIA","200 Weaver Ave, Emporia, Virginia 23847, United States"
"1468","495375","200 WEAVER AVE, EMPORIA, VA, 23847","VA","200 WEAVER AVE","EMPORIA REHABILITATION AND HEALTHCARE CENTER","EMPORIA",4346346581,"23847",2,"49D2093124","201B WEAVER AVE, EMPORIA, VA, 23847","VA","201B WEAVER AVE","MEHERRIN HOME TRAINING","EMPORIA","4346343084","23847","Nursing Home","VIRGINIA","200 Weaver Ave, Emporia, Virginia 23847, United States"
"1469","495379","184 BUFFALO RD, CLARKSVILLE, VA, 23927","VA","184 BUFFALO RD","CLARKSVILLE HEALTH & REHAB CENTER","CLARKSVILLE",4343744141,"23927",2,"49D0982100","184 BUFFALO RD, CLARKSVILLE, VA, 23927","VA","184 BUFFALO RD","CLARKSVILLE HEALTH & REHAB CENTER","CLARKSVILLE","4343744141","23927","Nursing Home","VIRGINIA","184 Buffalo Rd, Clarksville, Virginia 23927, United States"
"1470","495381","1300 ENTERPRISE DR, LYNCHBURG, VA, 24502","VA","1300 ENTERPRISE DR","SUMMIT HEALTH AND REHAB CENTER","LYNCHBURG",4348456045,"24502",3,"49D1024651","1300 ENTERPRISE DR, LYNCHBURG, VA, 24502","VA","1300 ENTERPRISE DR","SUMMIT HEALTH AND REHAB CENTER","LYNCHBURG","4348456045","24502","Nursing Home","VIRGINIA","1300 Enterprise Dr, Lynchburg, Virginia 24502, United States"
"1471","495383","7385 WALKER AVE, GLOUCESTER, VA, 23061","VA","7385 WALKER AVE","FRANCIS N SANDERS NURSING HOME, INC","GLOUCESTER",8046932000,"23061",4,"49D0886949","7385 WALKER AVE, GLOUCESTER, VA, 23061","VA","7385 WALKER AVE","FRANCIS N SANDERS NURSING HOME INC","GLOUCESTER","8046932000","23061","Nursing Home","VIRGINIA","7385 Walker Ave, Gloucester, Virginia 23061, United States"
"1472","495384","100 FRANCIS MARION LN, MARION, VA, 24354","VA","100 FRANCIS MARION LN","FRANCIS MARION MANOR HEALTH & REHABILITATION","MARION",2767821396,"24354",2,"49D0963818","100 FRANCIS MARION LN, MARION, VA, 24354","VA","100 FRANCIS MARION LN","FRANCIS MARION MANOR HEALTH AND REHABILITATION","MARION","5403781800","24354","Nursing Home","VIRGINIA","100 Francis Marion Ln, Marion, Virginia 24354, United States"
"1473","495385","1475 VIRGINIA AVE, HARRISONBURG, VA, 22802","VA","1475 VIRGINIA AVE","VMRC, COMPLETE LIVING CARE","HARRISONBURG",5405643500,"22802",2,"49D0225510","1475 VA AVE, HARRISONBURG, VA, 22801","VA","1475 VA AVE","OAK LEA NURSING HOME","HARRISONBURG","5405643500","22801","Nursing Home","VIRGINIA","1475 Virginia Ave, Harrisonburg, Virginia 22802, United States"
"1474","495387","3935 SUNNYSIDE DR, HARRISONBURG, VA, 22801","VA","3935 SUNNYSIDE DR","SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY","HARRISONBURG",5405688200,"22801",2,"49D0661082","3935 SUNNYSIDE DR, HARRISONBURG, VA, 22801","VA","3935 SUNNYSIDE DR","SUNNYSIDE PRESBYTERIAN HOME","HARRISONBURG","5405688200","22801","Nursing Home","VIRGINIA","3935 Sunnyside Dr, Harrisonburg, Virginia 22801, United States"
"1475","495388","7501 HERITAGE VLG PLZ, GAINESVILLE, VA, 20155","VA","7501 HERITAGE VLG PLZ","GAINESVILLE HEALTH AND REHAB CENTER","GAINESVILLE",5712486100,"20155",2,"49D1053472","7501 HERITAGE VLG PLZ, GAINESVILLE, VA, 20155","VA","7501 HERITAGE VLG PLZ","GAINESVILLE HEALTH AND REHABILITATION CENTER","GAINESVILLE","5712486100","20155","Nursing Home","VIRGINIA","7501 Heritage Vlg Plz, Gainesville, Virginia 20155, United States"
